fighter,kd,sig_str_landed,sig_str_attempted,total_str_landed,total_str_attempted,td_landed,td_attempted,sub_att,ctrl_time,reversals,head_str_landed,head_str_attempted,body_str_landed,body_str_attempted,leg_str_landed,leg_str_attempted,distance_str_landed,distance_str_attempted,clinch_str_landed,clinch_str_attempted,ground_str_landed,ground_str_attempted,wins,losses,draws,total_fights,dq,majority_decisions,split_decisions,unanimous_decisions,ko_tko,submissions,tko_doctor_stoppages
Peter Barrett,0.0,71.0,144.0,129.0,207.0,0.0,2.0,0.0,159,0.0,30.0,95.0,18.0,24.0,23.0,25.0,63.0,134.0,8.0,10.0,0.0,0.0,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Peter Sobotta,4.0,251.0,625.0,450.0,847.0,12.0,37.0,4.0,2187,1.0,149.0,494.0,45.0,69.0,57.0,62.0,202.0,538.0,14.0,29.0,35.0,58.0,4,6,0,10,0.0,0.0,0.0,2.0,1.0,1.0,0.0
Petr Yan,10.0,1317.0,2422.0,1758.0,2902.0,27.0,56.0,2.0,2364,3.0,899.0,1929.0,259.0,317.0,159.0,176.0,967.0,1986.0,158.0,201.0,192.0,235.0,11,4,0,15,0.0,0.0,0.0,7.0,4.0,0.0,0.0
Phil Baroni,5.0,253.0,512.0,688.0,972.0,8.0,18.0,3.0,1470,2.0,162.0,408.0,87.0,98.0,4.0,6.0,74.0,246.0,94.0,151.0,85.0,115.0,3,7,0,10,0.0,0.0,0.0,1.0,2.0,0.0,0.0
Phil Davis,0.0,485.0,1406.0,775.0,1745.0,31.0,87.0,6.0,3410,0.0,272.0,1055.0,149.0,253.0,64.0,98.0,241.0,1039.0,62.0,89.0,182.0,278.0,9,3,0,12,0.0,0.0,0.0,6.0,0.0,3.0,0.0
Phil Harris,0.0,100.0,375.0,116.0,394.0,5.0,23.0,0.0,285,0.0,65.0,323.0,8.0,18.0,27.0,34.0,85.0,347.0,13.0,22.0,2.0,6.0,1,3,0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Phil Hawes,2.0,311.0,512.0,485.0,718.0,8.0,19.0,1.0,1094,0.0,202.0,379.0,81.0,100.0,28.0,33.0,236.0,409.0,42.0,56.0,33.0,47.0,4,4,0,8,0.0,1.0,0.0,1.0,2.0,0.0,0.0
Phil Johns,0.0,2.0,3.0,6.0,7.0,0.0,1.0,0.0,16,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phil Rowe,3.0,316.0,676.0,378.0,750.0,4.0,11.0,2.0,852,4.0,233.0,571.0,42.0,57.0,41.0,48.0,274.0,618.0,39.0,51.0,3.0,7.0,4,4,0,8,0.0,0.0,0.0,0.0,4.0,0.0,0.0
Philip De Fries,1.0,63.0,133.0,115.0,199.0,6.0,14.0,1.0,1079,0.0,56.0,124.0,6.0,8.0,1.0,1.0,27.0,82.0,21.0,26.0,15.0,25.0,2,3,0,5,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Philipe Lins,1.0,241.0,491.0,284.0,536.0,7.0,21.0,0.0,1175,0.0,141.0,358.0,55.0,79.0,45.0,54.0,202.0,438.0,30.0,41.0,9.0,12.0,4,2,0,6,0.0,0.0,0.0,3.0,1.0,0.0,0.0
Phillip Miller,0.0,40.0,74.0,102.0,147.0,6.0,24.0,1.0,972,1.0,30.0,62.0,8.0,10.0,2.0,2.0,8.0,14.0,7.0,11.0,25.0,49.0,2,0,0,2,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Phillipe Nover,0.0,163.0,458.0,370.0,683.0,6.0,21.0,4.0,559,2.0,96.0,348.0,47.0,81.0,20.0,29.0,114.0,382.0,44.0,60.0,5.0,16.0,1,6,0,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Piera Rodriguez,1.0,285.0,576.0,408.0,747.0,25.0,38.0,0.0,1616,0.0,156.0,408.0,98.0,125.0,31.0,43.0,175.0,437.0,81.0,100.0,29.0,39.0,4,2,0,6,0.0,0.0,1.0,3.0,0.0,0.0,0.0
Pingyuan Liu,1.0,139.0,413.0,273.0,560.0,1.0,5.0,4.0,422,1.0,90.0,343.0,28.0,46.0,21.0,24.0,97.0,353.0,12.0,21.0,30.0,39.0,2,2,0,4,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Piotr Hallmann,0.0,281.0,611.0,513.0,870.0,12.0,27.0,2.0,1097,0.0,150.0,408.0,86.0,135.0,45.0,68.0,172.0,442.0,70.0,119.0,39.0,50.0,2,4,0,6,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Poliana Botelho,1.0,204.0,348.0,473.0,650.0,4.0,7.0,0.0,827,0.0,104.0,217.0,63.0,89.0,37.0,42.0,112.0,240.0,70.0,85.0,22.0,23.0,3,4,0,7,0.0,0.0,0.0,2.0,1.0,0.0,0.0
Polyana Viana,1.0,218.0,542.0,560.0,957.0,4.0,12.0,9.0,386,1.0,110.0,399.0,66.0,96.0,42.0,47.0,174.0,487.0,18.0,25.0,26.0,30.0,4,7,0,11,0.0,0.0,0.0,0.0,1.0,3.0,0.0
Preston Parsons,0.0,230.0,444.0,402.0,647.0,15.0,41.0,10.0,1303,3.0,144.0,344.0,33.0,43.0,53.0,57.0,152.0,342.0,31.0,43.0,47.0,59.0,2,4,0,6,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Priscila Cachoeira,3.0,422.0,958.0,444.0,987.0,1.0,3.0,0.0,137,2.0,316.0,813.0,78.0,110.0,28.0,35.0,357.0,869.0,42.0,59.0,23.0,30.0,5,7,0,12,0.0,0.0,0.0,1.0,4.0,0.0,0.0
Puja Tomar,1.0,131.0,271.0,137.0,277.0,0.0,0.0,0.0,78,0.0,51.0,163.0,60.0,71.0,20.0,37.0,121.0,254.0,3.0,9.0,7.0,8.0,1,1,0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Punahele Soriano,6.0,450.0,783.0,796.0,1188.0,10.0,23.0,1.0,1657,1.0,359.0,669.0,80.0,99.0,11.0,15.0,195.0,465.0,28.0,38.0,227.0,280.0,6,4,0,10,0.0,0.0,0.0,2.0,4.0,0.0,0.0
Quang Le,0.0,102.0,262.0,146.0,310.0,7.0,21.0,1.0,605,0.0,63.0,213.0,32.0,40.0,7.0,9.0,94.0,247.0,7.0,9.0,1.0,6.0,1,3,0,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Quillan Salkilld,2.0,99.0,167.0,109.0,178.0,8.0,27.0,0.0,456,0.0,62.0,125.0,26.0,30.0,11.0,12.0,70.0,123.0,15.0,23.0,14.0,21.0,3,0,0,3,0.0,0.0,0.0,1.0,2.0,0.0,0.0
Quinn Mulhern,0.0,25.0,113.0,33.0,122.0,0.0,10.0,0.0,1,0.0,19.0,87.0,4.0,20.0,2.0,6.0,24.0,109.0,1.0,3.0,0.0,1.0,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quinton Jackson,8.0,514.0,1186.0,790.0,1475.0,6.0,20.0,0.0,1380,0.0,327.0,971.0,133.0,159.0,54.0,56.0,303.0,862.0,164.0,256.0,47.0,68.0,8,5,0,13,0.0,0.0,1.0,4.0,3.0,0.0,0.0
Rachael Ostovich,0.0,94.0,218.0,115.0,245.0,5.0,6.0,2.0,100,1.0,56.0,163.0,33.0,47.0,5.0,8.0,81.0,203.0,11.0,12.0,2.0,3.0,1,3,0,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Rafa Garcia,1.0,578.0,1270.0,789.0,1519.0,28.0,63.0,4.0,1841,1.0,451.0,1103.0,79.0,110.0,48.0,57.0,485.0,1142.0,59.0,73.0,34.0,55.0,6,4,0,10,0.0,0.0,0.0,4.0,1.0,1.0,0.0
Rafael Alves,1.0,79.0,159.0,113.0,196.0,1.0,4.0,4.0,235,1.0,49.0,124.0,17.0,19.0,13.0,16.0,71.0,147.0,3.0,3.0,5.0,9.0,1,3,0,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Rafael Carino,0.0,8.0,17.0,33.0,48.0,1.0,1.0,0.0,0,0.0,8.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,17.0,1,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Rafael Cavalcante,1.0,83.0,186.0,115.0,219.0,0.0,1.0,0.0,36,0.0,68.0,162.0,7.0,11.0,8.0,13.0,56.0,149.0,16.0,24.0,11.0,13.0,1,4,0,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Rafael Cerqueira,0.0,29.0,65.0,40.0,77.0,0.0,0.0,0.0,27,0.0,19.0,53.0,0.0,2.0,10.0,10.0,29.0,65.0,0.0,0.0,0.0,0.0,0,3,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rafael Dos Anjos,7.0,1822.0,3871.0,2591.0,4736.0,68.0,191.0,20.0,8205,3.0,1063.0,2890.0,434.0,589.0,325.0,392.0,1224.0,3059.0,321.0,407.0,277.0,405.0,21,15,0,36,0.0,0.0,1.0,11.0,4.0,5.0,0.0
Rafael Estevam,0.0,62.0,143.0,223.0,377.0,19.0,50.0,1.0,1767,0.0,38.0,98.0,16.0,36.0,8.0,9.0,45.0,116.0,5.0,7.0,12.0,20.0,3,0,0,3,0.0,0.0,0.0,3.0,0.0,0.0,0.0
Rafael Fiziev,2.0,645.0,1229.0,723.0,1318.0,8.0,11.0,0.0,607,0.0,283.0,728.0,259.0,366.0,103.0,135.0,562.0,1121.0,69.0,88.0,14.0,20.0,7,4,0,11,0.0,0.0,0.0,4.0,3.0,0.0,0.0
Rafael Natal,5.0,656.0,1370.0,1055.0,1821.0,36.0,105.0,7.0,3219,1.0,379.0,976.0,93.0,171.0,184.0,223.0,432.0,1049.0,79.0,111.0,145.0,210.0,9,7,1,17,0.0,0.0,2.0,5.0,1.0,1.0,0.0
Rafaello Oliveira,0.0,185.0,554.0,451.0,852.0,14.0,38.0,9.0,1839,2.0,110.0,433.0,38.0,67.0,37.0,54.0,130.0,450.0,16.0,43.0,39.0,61.0,2,6,0,8,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Rainy Martinez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ramazan Emeev,1.0,272.0,602.0,437.0,795.0,17.0,57.0,5.0,1750,1.0,200.0,505.0,54.0,74.0,18.0,23.0,177.0,475.0,68.0,90.0,27.0,37.0,5,3,0,8,0.0,0.0,1.0,4.0,0.0,0.0,0.0
Ramazan Temirov,3.0,78.0,194.0,82.0,201.0,1.0,2.0,0.0,28,0.0,60.0,163.0,17.0,30.0,1.0,1.0,66.0,168.0,9.0,19.0,3.0,7.0,2,0,0,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Rameau Thierry Sokoudjou,1.0,60.0,152.0,76.0,169.0,2.0,5.0,2.0,25,0.0,27.0,112.0,14.0,16.0,19.0,24.0,51.0,138.0,6.0,10.0,3.0,4.0,1,2,0,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Ramiro Hernandez,0.0,44.0,154.0,46.0,157.0,0.0,0.0,0.0,0,0.0,36.0,142.0,5.0,9.0,3.0,3.0,44.0,152.0,0.0,2.0,0.0,0.0,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ramiz Brahimaj,1.0,134.0,286.0,187.0,345.0,7.0,18.0,8.0,634,0.0,107.0,247.0,18.0,29.0,9.0,10.0,102.0,247.0,25.0,31.0,7.0,8.0,5,3,0,8,0.0,0.0,0.0,0.0,1.0,4.0,0.0
Ramon Taveras,1.0,174.0,416.0,199.0,446.0,0.0,4.0,0.0,105,1.0,147.0,378.0,19.0,30.0,8.0,8.0,165.0,402.0,3.0,5.0,6.0,9.0,1,2,0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Ramona Pascual,0.0,128.0,223.0,153.0,252.0,4.0,21.0,0.0,306,0.0,51.0,138.0,45.0,51.0,32.0,34.0,97.0,185.0,28.0,33.0,3.0,5.0,0,3,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ramsey Nijem,3.0,258.0,581.0,592.0,976.0,30.0,48.0,6.0,2461,1.0,201.0,490.0,34.0,62.0,23.0,29.0,139.0,385.0,38.0,69.0,81.0,127.0,5,5,0,10,0.0,0.0,0.0,3.0,2.0,0.0,0.0
Randa Markos,0.0,674.0,1544.0,1187.0,2126.0,17.0,59.0,3.0,3531,7.0,513.0,1334.0,76.0,102.0,85.0,108.0,410.0,1205.0,143.0,191.0,121.0,148.0,7,10,1,18,0.0,0.0,2.0,4.0,0.0,1.0,0.0
Randy Brown,6.0,970.0,2063.0,1147.0,2272.0,11.0,28.0,8.0,2043,4.0,606.0,1586.0,194.0,272.0,170.0,205.0,753.0,1778.0,142.0,173.0,75.0,112.0,14,7,0,21,0.0,0.0,1.0,6.0,4.0,3.0,0.0
Randy Costa,3.0,174.0,376.0,179.0,381.0,0.0,1.0,0.0,196,0.0,143.0,337.0,27.0,35.0,4.0,4.0,155.0,351.0,14.0,16.0,5.0,9.0,2,4,0,6,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Randy Couture,1.0,778.0,1315.0,1494.0,2060.0,52.0,104.0,11.0,7602,2.0,598.0,1113.0,87.0,101.0,93.0,101.0,208.0,522.0,235.0,305.0,335.0,488.0,16,8,0,24,0.0,1.0,0.0,4.0,6.0,4.0,1.0
Rani Yahya,0.0,440.0,1122.0,1143.0,1971.0,41.0,132.0,23.0,5303,7.0,239.0,849.0,82.0,119.0,119.0,154.0,336.0,980.0,23.0,38.0,81.0,104.0,13,6,1,20,0.0,0.0,1.0,5.0,0.0,7.0,0.0
Raoni Barcelos,5.0,897.0,1737.0,1097.0,1970.0,27.0,86.0,7.0,2459,0.0,665.0,1451.0,116.0,153.0,116.0,133.0,668.0,1441.0,57.0,73.0,172.0,223.0,10,4,0,14,0.0,0.0,0.0,6.0,2.0,2.0,0.0
Raphael Assuncao,2.0,786.0,1799.0,982.0,2008.0,24.0,62.0,2.0,1769,0.0,418.0,1293.0,126.0,197.0,242.0,309.0,639.0,1593.0,80.0,116.0,67.0,90.0,12,7,0,19,0.0,0.0,3.0,6.0,2.0,1.0,0.0
Raphael Pessoa,1.0,58.0,215.0,65.0,223.0,0.0,3.0,0.0,6,0.0,33.0,176.0,7.0,13.0,18.0,26.0,50.0,197.0,8.0,18.0,0.0,0.0,1,2,0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Raquel Pennington,1.0,1193.0,2426.0,1748.0,3061.0,16.0,58.0,12.0,3981,3.0,690.0,1831.0,371.0,447.0,132.0,148.0,734.0,1863.0,358.0,438.0,101.0,125.0,13,6,0,19,0.0,0.0,3.0,7.0,0.0,3.0,0.0
Rashad Coulter,1.0,174.0,316.0,193.0,336.0,0.0,3.0,0.0,51,0.0,140.0,281.0,26.0,27.0,8.0,8.0,120.0,245.0,52.0,66.0,2.0,5.0,1,3,0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Rashad Evans,4.0,614.0,1635.0,923.0,1986.0,53.0,125.0,0.0,4835,1.0,484.0,1446.0,87.0,136.0,43.0,53.0,359.0,1208.0,116.0,196.0,139.0,231.0,14,8,1,23,0.0,1.0,4.0,3.0,6.0,0.0,0.0
Rashid Magomedov,5.0,396.0,807.0,501.0,927.0,4.0,7.0,1.0,459,0.0,212.0,534.0,118.0,189.0,66.0,84.0,326.0,712.0,48.0,62.0,22.0,33.0,5,1,0,6,0.0,0.0,1.0,3.0,1.0,0.0,0.0
Raul Rosas Jr.,1.0,87.0,198.0,179.0,302.0,16.0,41.0,4.0,1818,1.0,56.0,145.0,13.0,27.0,18.0,26.0,56.0,149.0,1.0,2.0,30.0,47.0,5,1,0,6,0.0,0.0,0.0,2.0,1.0,2.0,0.0
Raulian Paiva,1.0,301.0,752.0,347.0,807.0,3.0,16.0,1.0,474,0.0,176.0,571.0,80.0,125.0,45.0,56.0,274.0,709.0,18.0,26.0,9.0,17.0,3,4,0,7,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Ravena Oliveira,0.0,39.0,134.0,97.0,205.0,2.0,3.0,0.0,322,0.0,24.0,99.0,6.0,11.0,9.0,24.0,37.0,130.0,2.0,4.0,0.0,0.0,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ray Borg,0.0,263.0,504.0,468.0,735.0,45.0,90.0,12.0,4720,5.0,188.0,402.0,67.0,89.0,8.0,13.0,90.0,269.0,61.0,88.0,112.0,147.0,7,5,0,12,0.0,0.0,0.0,5.0,0.0,2.0,0.0
Ray Rodriguez,0.0,4.0,23.0,16.0,40.0,1.0,1.0,0.0,12,0.0,2.0,19.0,1.0,3.0,1.0,1.0,4.0,23.0,0.0,0.0,0.0,0.0,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ray Wizard,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rayanne dos Santos,0.0,219.0,505.0,245.0,535.0,1.0,10.0,0.0,93,0.0,155.0,406.0,46.0,73.0,18.0,26.0,199.0,478.0,19.0,26.0,1.0,1.0,0,3,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Razak Al-Hassan,0.0,44.0,135.0,60.0,151.0,1.0,5.0,0.0,246,1.0,18.0,96.0,9.0,16.0,17.0,23.0,38.0,116.0,6.0,18.0,0.0,1.0,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reese Andy,0.0,64.0,126.0,133.0,195.0,1.0,5.0,0.0,220,0.0,28.0,79.0,5.0,10.0,31.0,37.0,47.0,99.0,16.0,26.0,1.0,1.0,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reginaldo Vieira,0.0,143.0,351.0,235.0,450.0,5.0,18.0,2.0,556,0.0,76.0,261.0,35.0,49.0,32.0,41.0,101.0,293.0,17.0,26.0,25.0,32.0,1,2,0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Rei Tsuruya,0.0,49.0,116.0,109.0,187.0,7.0,29.0,0.0,608,0.0,43.0,108.0,4.0,6.0,2.0,2.0,34.0,95.0,2.0,4.0,13.0,17.0,1,1,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Reinier de Ridder,2.0,148.0,277.0,452.0,607.0,12.0,40.0,3.0,1514,0.0,84.0,190.0,55.0,76.0,9.0,11.0,101.0,214.0,29.0,34.0,18.0,29.0,4,1,0,5,0.0,0.0,1.0,0.0,1.0,2.0,0.0
Remco Pardoel,0.0,13.0,17.0,47.0,52.0,4.0,4.0,4.0,0,0.0,11.0,13.0,0.0,0.0,2.0,4.0,0.0,3.0,2.0,2.0,11.0,12.0,3,2,0,5,0.0,0.0,0.0,0.0,1.0,2.0,0.0
Renan Barao,4.0,922.0,2508.0,1216.0,2821.0,24.0,59.0,5.0,2219,0.0,538.0,1893.0,211.0,376.0,173.0,239.0,772.0,2279.0,107.0,160.0,43.0,69.0,9,8,0,17,0.0,0.0,0.0,4.0,2.0,3.0,0.0
Renato Moicano,2.0,750.0,1531.0,1038.0,1862.0,20.0,48.0,6.0,2275,1.0,547.0,1265.0,71.0,110.0,132.0,156.0,616.0,1345.0,24.0,32.0,110.0,154.0,12,7,0,19,0.0,0.0,2.0,2.0,1.0,6.0,1.0
Renato Sobral,0.0,162.0,310.0,439.0,626.0,16.0,24.0,17.0,2486,1.0,110.0,246.0,25.0,33.0,27.0,31.0,37.0,90.0,20.0,31.0,105.0,189.0,6,4,0,10,0.0,1.0,0.0,1.0,0.0,4.0,0.0
Renato Verissimo,0.0,33.0,70.0,221.0,273.0,3.0,12.0,7.0,634,2.0,27.0,62.0,4.0,6.0,2.0,2.0,8.0,30.0,7.0,13.0,18.0,27.0,1,2,0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Renee Forte,1.0,94.0,292.0,143.0,348.0,7.0,12.0,0.0,975,0.0,64.0,243.0,17.0,33.0,13.0,16.0,48.0,203.0,21.0,38.0,25.0,51.0,1,3,0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Renzo Gracie,0.0,34.0,109.0,34.0,109.0,0.0,1.0,0.0,0,0.0,16.0,86.0,14.0,18.0,4.0,5.0,29.0,103.0,5.0,6.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reuben Duran,0.0,147.0,300.0,270.0,430.0,3.0,13.0,2.0,949,0.0,76.0,223.0,46.0,52.0,25.0,25.0,84.0,220.0,44.0,53.0,19.0,27.0,1,3,0,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Rex Holman,0.0,11.0,32.0,15.0,36.0,0.0,4.0,0.0,0,0.0,3.0,20.0,1.0,2.0,7.0,10.0,10.0,29.0,1.0,3.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reza Madadi,0.0,226.0,486.0,348.0,622.0,19.0,56.0,3.0,1360,0.0,186.0,433.0,33.0,42.0,7.0,11.0,143.0,372.0,48.0,72.0,35.0,42.0,3,4,0,7,0.0,0.0,0.0,0.0,1.0,2.0,0.0
Reza Nasri,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rhys McKee,3.0,307.0,752.0,370.0,834.0,0.0,10.0,0.0,488,0.0,210.0,631.0,72.0,90.0,25.0,31.0,276.0,699.0,26.0,47.0,5.0,6.0,1,5,0,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Ricardo Abreu,2.0,80.0,252.0,112.0,285.0,3.0,7.0,1.0,260,0.0,65.0,229.0,10.0,14.0,5.0,9.0,58.0,216.0,13.0,24.0,9.0,12.0,1,1,0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Ricardo Almeida,0.0,255.0,478.0,426.0,667.0,32.0,84.0,11.0,3200,0.0,156.0,358.0,64.0,75.0,35.0,45.0,116.0,261.0,37.0,55.0,102.0,162.0,6,5,0,11,0.0,0.0,0.0,3.0,0.0,3.0,0.0
Ricardo Funch,0.0,95.0,146.0,139.0,196.0,3.0,16.0,0.0,639,0.0,34.0,74.0,14.0,23.0,47.0,49.0,35.0,80.0,42.0,48.0,18.0,18.0,0,4,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ricardo Lamas,2.0,600.0,1211.0,792.0,1409.0,21.0,68.0,10.0,2405,7.0,295.0,807.0,125.0,155.0,180.0,249.0,392.0,951.0,110.0,123.0,98.0,137.0,11,6,0,17,0.0,0.0,0.0,4.0,4.0,3.0,0.0
Ricardo Ramos,3.0,400.0,1098.0,456.0,1164.0,23.0,40.0,9.0,1174,0.0,248.0,838.0,84.0,141.0,68.0,119.0,342.0,1019.0,33.0,42.0,25.0,37.0,8,7,0,15,0.0,0.0,2.0,3.0,2.0,1.0,0.0
Ricardo Romero,0.0,20.0,36.0,25.0,42.0,1.0,10.0,2.0,238,1.0,14.0,30.0,6.0,6.0,0.0,0.0,7.0,20.0,0.0,1.0,13.0,15.0,1,2,0,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Ricco Rodriguez,0.0,178.0,314.0,473.0,626.0,17.0,42.0,6.0,2375,2.0,142.0,268.0,25.0,34.0,11.0,12.0,43.0,113.0,26.0,34.0,109.0,167.0,5,2,0,7,0.0,0.0,0.0,0.0,5.0,0.0,0.0
Rich Attonito,2.0,138.0,288.0,256.0,423.0,3.0,8.0,0.0,929,1.0,91.0,233.0,25.0,31.0,22.0,24.0,61.0,169.0,12.0,20.0,65.0,99.0,3,2,0,5,0.0,0.0,0.0,2.0,1.0,0.0,0.0
Rich Clementi,0.0,171.0,459.0,486.0,828.0,14.0,33.0,8.0,1498,3.0,95.0,364.0,27.0,35.0,49.0,60.0,117.0,375.0,31.0,52.0,23.0,32.0,5,5,0,10,0.0,0.0,1.0,1.0,0.0,3.0,0.0
Rich Franklin,10.0,856.0,1970.0,1090.0,2229.0,14.0,22.0,2.0,2258,3.0,559.0,1608.0,198.0,253.0,99.0,109.0,596.0,1575.0,151.0,226.0,109.0,169.0,14,6,0,20,0.0,0.0,0.0,4.0,8.0,1.0,1.0
Richard Crunkilton,0.0,29.0,89.0,77.0,148.0,4.0,7.0,0.0,442,0.0,22.0,78.0,2.0,4.0,5.0,7.0,16.0,61.0,1.0,6.0,12.0,22.0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Richard Walsh,3.0,297.0,635.0,510.0,870.0,8.0,20.0,1.0,1389,0.0,186.0,478.0,52.0,84.0,59.0,73.0,159.0,445.0,73.0,109.0,65.0,81.0,2,4,0,6,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Richardson Moreira,0.0,18.0,63.0,35.0,81.0,0.0,6.0,0.0,158,1.0,13.0,54.0,3.0,7.0,2.0,2.0,12.0,49.0,6.0,8.0,0.0,6.0,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Richie Hightower,0.0,20.0,56.0,30.0,67.0,1.0,1.0,0.0,19,0.0,14.0,48.0,4.0,6.0,2.0,2.0,14.0,45.0,6.0,10.0,0.0,1.0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Richie Smullen,0.0,7.0,9.0,15.0,17.0,2.0,3.0,0.0,100,0.0,3.0,5.0,1.0,1.0,3.0,3.0,3.0,5.0,0.0,0.0,4.0,4.0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Richie Vaculik,0.0,166.0,355.0,240.0,435.0,9.0,20.0,3.0,538,2.0,107.0,280.0,31.0,43.0,28.0,32.0,132.0,313.0,23.0,30.0,11.0,12.0,1,3,0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Rick Davis,0.0,5.0,10.0,5.0,10.0,0.0,0.0,0.0,0,0.0,2.0,3.0,2.0,5.0,1.0,2.0,5.0,10.0,0.0,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rick Story,6.0,901.0,2158.0,1378.0,2659.0,40.0,83.0,14.0,4494,5.0,465.0,1586.0,312.0,432.0,124.0,140.0,548.0,1606.0,201.0,312.0,152.0,240.0,12,7,0,19,0.0,0.0,3.0,5.0,2.0,2.0,0.0
Ricky Glenn,3.0,473.0,1105.0,648.0,1302.0,6.0,45.0,3.0,1418,0.0,292.0,823.0,119.0,195.0,62.0,87.0,273.0,819.0,76.0,109.0,124.0,177.0,4,6,1,11,0.0,0.0,2.0,1.0,1.0,0.0,0.0
Ricky Rainey,0.0,25.0,56.0,27.0,58.0,0.0,1.0,0.0,5,0.0,12.0,37.0,6.0,8.0,7.0,11.0,21.0,46.0,4.0,10.0,0.0,0.0,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ricky Simon,5.0,607.0,1416.0,810.0,1648.0,53.0,142.0,4.0,3626,2.0,423.0,1189.0,99.0,133.0,85.0,94.0,484.0,1251.0,53.0,69.0,70.0,96.0,10,6,0,16,0.0,0.0,1.0,4.0,2.0,3.0,0.0
Ricky Turcios,1.0,280.0,680.0,575.0,1005.0,5.0,20.0,2.0,697,4.0,195.0,562.0,45.0,73.0,40.0,45.0,188.0,563.0,46.0,61.0,46.0,56.0,2,3,0,5,0.0,0.0,2.0,0.0,0.0,0.0,0.0
